Analyte Code,Analyte Name,MIN_ANALYSIS_TIME,MAX_ANALYSIS_TIME,HOLDING_TIME,Method Code,Method Name,PURPOSE_TEXT
2334,"2,4-DICHLOROPHENOL",,,,552,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
2332,"2,4,6-TRICHLOROPHENOL",,,,552,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
2451,DICHLOROACETIC ACID,,,,552,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
2454,DIBROMOACETIC ACID,,,,552,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
2453,MONOBROMOACETIC ACID,,,,552,HAAS - GC L/L ELECTRON CAPTURE,DET. OF HALOACETIC ACIDS IN DRINKING WATER BY LIQUID/LIQUID EXTRACTION DERIVATION AND GAS CHROMATOGRAPHY USING ELECTRON
1049,SILICA,,,,4500SI-E,HETEROPOLY BLUE,
2312,"BENZO(G,H,I)PERYLENE",,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2310,"DIBENZO(A,H)ANTHRACENE",,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2308,"IDENO(1,2,3-CD)PYRENE",,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2306,BENZO(A)PYRENE,,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2304,BENZO(K)FLUORANTHENE,,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2288,PYRENE,,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2286,FLUORANTHENE,,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2280,ANTHRACENE,,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2278,PHENANTHRENE,,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2264,FLUORENE,,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2261,ACENAPHTHENE,,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2260,ACENAPHTHYLENE,,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2248,NAPHTHALENE,,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2302,BENZO(B)FLUORANTHENE,,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2300,BENZO(A)ANTHRACENE,,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2296,CHRYSENE,,,,550,HIGH PERF LIQ CHR-L/L EXT- UV AND FLUOR,DET. OF POLYCYCLIC AROMATIC HYDROCARBONS IN DRINKING WATER BY HIGH PERF. LIQUID CHROMATOGRAPHY-L/L EXTRACTION- UV AND FL
2028,PARAQUAT,,,,549,HIGH PERF LIQ CHROM-L/S EXTRACT- UV DETE,HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-LIQUID/SOLID EXTRACTION- ULTRAVIOLET DETECTOR
2063,"2,3,7,8-TCDD",,,,1613,HIGH RES GCMS-CAPCOL- L/L EXTRACTION,CAPILLARY COLUMN-GAS CHROMATOGRAPHY-L/L EXTRACTION HIGH RES. MASS SPECTROSCOPY
3007,SALMONELLA-SHIGELLA,,,,9260C,IMMUNOFLUORESCENCE,
1095,ZINC,,,,3120B,INDUCTIVELY COUPLED PLASMA,
1088,"VANADIUM, TOTAL",,,,3120B,INDUCTIVELY COUPLED PLASMA,
1084,"MOLYBDENUM, TOTAL",,,,3120B,INDUCTIVELY COUPLED PLASMA,
1081,"COBALT, TOTAL",,,,3120B,INDUCTIVELY COUPLED PLASMA,
1079,"BORON, TOTAL",,,,3120B,INDUCTIVELY COUPLED PLASMA,
1050,SILVER,,,,3120B,INDUCTIVELY COUPLED PLASMA,
1049,SILICA,,,,3120B,INDUCTIVELY COUPLED PLASMA,
1042,POTASSIUM,,,,3120B,INDUCTIVELY COUPLED PLASMA,
1032,MANGANESE,,,,3120B,INDUCTIVELY COUPLED PLASMA,
1031,MAGNESIUM,,,,3120B,INDUCTIVELY COUPLED PLASMA,
1028,IRON,,,,3120B,INDUCTIVELY COUPLED PLASMA,
1022,"COPPER, FREE",,,,3120B,INDUCTIVELY COUPLED PLASMA,
1005,ARSENIC,,,,3120B,INDUCTIVELY COUPLED PLASMA,
1002,ALUMINUM,,,,3120B,INDUCTIVELY COUPLED PLASMA,
1075,"BERYLLIUM, TOTAL",,,,3120B,INDUCTIVELY COUPLED PLASMA,
1036,NICKEL,,,,3120B,INDUCTIVELY COUPLED PLASMA,
1015,CADMIUM,,,,3120B,INDUCTIVELY COUPLED PLASMA,
1010,BARIUM,,,,3120B,INDUCTIVELY COUPLED PLASMA,
1016,CALCIUM,,,,3120B,INDUCTIVELY COUPLED PLASMA,
1022,"COPPER, FREE",,,,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1005,ARSENIC,,,,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1010,BARIUM,,,,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1045,SELENIUM,,,,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1085,"THALLIUM, TOTAL",,,,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1075,"BERYLLIUM, TOTAL",,,,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1074,"ANTIMONY, TOTAL",,,,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1036,NICKEL,,,,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1035,MERCURY,,,,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1020,CHROMIUM,,,,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1088,"VANADIUM, TOTAL",0,0,0,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1028,IRON,0,0,0,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1019,CALCIUM,0,0,0,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1032,MANGANESE,0,0,0,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1095,ZINC,0,0,0,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1050,SILVER,0,0,0,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1002,ALUMINUM,0,0,0,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
4006,COMBINED URANIUM,0,0,0,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1015,CADMIUM,0,0,0,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1030,LEAD,0,0,0,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
4009,URANIUM-238,0,0,0,200.8,INDUCTIVELY COUPLED PLASMA MASS SPECTROM,
1055,SULFATE,,,,300.0,ION CHROMATOGRAPHY,
1044,ORTHOPHOSPHATE,,,,300.0,ION CHROMATOGRAPHY,
1041,NITRITE,,,,300.0,ION CHROMATOGRAPHY,
1040,NITRATE,,,,300.0,ION CHROMATOGRAPHY,
1038,NITRATE-NITRITE,,,,300.0,ION CHROMATOGRAPHY,
1025,FLUORIDE,,,,300.0,ION CHROMATOGRAPHY,
1017,CHLORIDE,0,0,0,300.0,ION CHROMATOGRAPHY,
1004,BROMIDE,,,,300.0,ION CHROMATOGRAPHY,
1009,CHLORITE,,,,300.0,ION CHROMATOGRAPHY,
1055,SULFATE,,,,4110B,ION CHROMATOGRAPHY,
1025,FLUORIDE,,,,4110B,ION CHROMATOGRAPHY,
1041,NITRITE,,,,B1011,"ION CHROMATOGRAPHY, MILLIPORE",
1040,NITRATE,,,,B1011,"ION CHROMATOGRAPHY, MILLIPORE",
3006,IRON BACTERIA ID,,,,9240B,IRON BACTERIA,
4006,COMBINED URANIUM,,,,7500-UC,ISOTOPIC METHOD,
4008,URANIUM-235,0,0,0,7500-UC,ISOTOPIC METHOD,
4007,URANIUM-234,0,0,0,7500-UC,ISOTOPIC METHOD,
4009,URANIUM-238,0,0,0,7500-UC,ISOTOPIC METHOD,
4006,COMBINED URANIUM,,,,908.1,ISOTOPIC METHOD,
4006,COMBINED URANIUM,,,,D2907-83,ISOTOPIC METHOD,
4006,COMBINED URANIUM,,,,E-U-O3,ISOTOPIC METHOD,
1998,SATURATION INDEX,0,0,0,138,LANGELIER INDEX (CORROSION),
3012,LEGIONELLA,,,,9260J,LEGIONALLACEAE,
4102,TRITIUM,,,,7500-3HB,LIQUID SCINTILLATION SPECTROPHOTOMETRIC,
4102,TRITIUM,,,,906,LIQUID SCINTILLATION SPECTROPHOTOMETRIC,
4102,TRITIUM,,,,D2476-81,LIQUID SCINTILLATION SPECTROPHOTOMETRIC,
4102,TRITIUM,,,,R-1171-76,LIQUID SCINTILLATION SPECTROPHOTOMETRIC,
4004,RADON,,,,LUCAS CELL,LUCAS CELL,
1035,MERCURY,,,,245.1,MANUAL COLD VAPOR TECHNIQUE,
1035,MERCURY,,,,3112B,MANUAL COLD VAPOR TECHNIQUE,
3000,COLIFORM (PRE-TCR),,,,303,MEMBRANE FILTER,
3100,COLIFORM (TCR),24,24,30,303.1,MEMBRANE FILTER,
3005,NON-COLIFORM GROWTH IDENTIFICATION,,,,303.1,MEMBRANE FILTER,
3001,HETEROTROPHIC BACTERIA (HPC OR SPC),,,,9215D,MEMBRANE FILTER,
3013,FECAL COLIFORM,,,30,9222B,MEMBRANE FILTER,
3014,E. COLI,,,30,9222B,MEMBRANE FILTER,
3100,COLIFORM (TCR),24,24,30,9222B,MEMBRANE FILTER,
3005,NON-COLIFORM GROWTH IDENTIFICATION,,,,9222B,MEMBRANE FILTER,
3002,ENTEROCOCCI,,,30,9230C,MEMBRANE FILTER,
3003,FECAL STREPTOCOCCUS,,,,9230C,MEMBRANE FILTER,
3009,FUNGUS /ML,,,,9610C,MEMBRANE FILTER,
3010,VIRUS PFU/GAL,,,,9510B.1,MICROPOROUS FILTRATION - LARGE VOLUMES,
3010,VIRUS PFU/GAL,,,,9510B,MICROPOROUS FILTRATION - SMALL VOLUMES,
1049,SILICA,,,,4500SI-F,MOLYBDATE REACTIVE SILICA,
1049,SILICA,,,,4500SI-D,MOLYBDOSILICATE,
3002,ENTEROCOCCI,,,30,9230B,FERMENTATION TUBE - MULTIPLE,
3003,FECAL STREPTOCOCCUS,,,,9230B,FERMENTATION TUBE - MULTIPLE,
3100,COLIFORM (TCR),45,51,30,307.1,FERMENTATION TUBE - 10,10 TUBES
3013,FECAL COLIFORM,,,30,9221B-10,FERMENTATION TUBE - 10,10 TUBES
3014,E. COLI,,,30,9221B-10,FERMENTATION TUBE - 10,10 TUBES
3100,COLIFORM (TCR),45,51,30,9221B-10,FERMENTATION TUBE - 10,10 TUBES
3000,COLIFORM (PRE-TCR),,,,307,FERMENTATION TUBE - 5,5 TUBES
3100,COLIFORM (TCR),45,51,30,307.2,FERMENTATION TUBE - 5,5 TUBES
3013,FECAL COLIFORM,,,30,9221B-5,FERMENTATION TUBE - 5,5 TUBES
3014,E. COLI,,,30,9221B-5,FERMENTATION TUBE - 5,5 TUBES
3100,COLIFORM (TCR),45,51,30,9221B-5,FERMENTATION TUBE - 5,5 TUBES
0100,TURBIDITY,,,,2130B,NEPHELOMETRIC,
2065,HEPTACHLOR,,,,525.1,"ORGANICS, GC/MS, LIQ/SOLEXT, CAPCOLUMN",ORGANIC COMPOUNDS IN DRINKING WATER BY LIQUID SOLID EXTRACTION AND CAPILLARY COLUMN GAS CHROMATOGRAPHY / MASS SPECTROMET
2383,TOTAL POLYCHLORINATED BIPHENYLS (PCB),,,,508A,PACKED COLUMN-GAS CHROMATOGRAPHY,PACKED COLUMN-GAS CHROMATOGRAPHY
3021,LEPTOSPIRES,,,,9260I,PATHOGENIC LEPTOSPIRES,
2066,3-HYDROXYCARBOFURAN,,,,531.1,"PESTICIDES, CARBAMATES, HPLC, POSTCOL",N METHYLCARBAMOYLOXIMES AND N METHYLCARBAMATES-DIRECT AQUEOUS INJECTION HPLC WITH POST COLUMN DERIVATIZATION -FLUORESCEN
2047,ALDICARB,,,,531.1,"PESTICIDES, CARBAMATES, HPLC, POSTCOL",N METHYLCARBAMOYLOXIMES AND N METHYLCARBAMATES-DIRECT AQUEOUS INJECTION HPLC WITH POST COLUMN DERIVATIZATION -FLUORESCEN
2046,CARBOFURAN,,,,531.1,"PESTICIDES, CARBAMATES, HPLC, POSTCOL",N METHYLCARBAMOYLOXIMES AND N METHYLCARBAMATES-DIRECT AQUEOUS INJECTION HPLC WITH POST COLUMN DERIVATIZATION -FLUORESCEN
2044,ALDICARB SULFONE,,,,531.1,"PESTICIDES, CARBAMATES, HPLC, POSTCOL",N METHYLCARBAMOYLOXIMES AND N METHYLCARBAMATES-DIRECT AQUEOUS INJECTION HPLC WITH POST COLUMN DERIVATIZATION -FLUORESCEN
2043,ALDICARB SULFOXIDE,,,,531.1,"PESTICIDES, CARBAMATES, HPLC, POSTCOL",N METHYLCARBAMOYLOXIMES AND N METHYLCARBAMATES-DIRECT AQUEOUS INJECTION HPLC WITH POST COLUMN DERIVATIZATION -FLUORESCEN
2036,OXAMYL,,,,531.1,"PESTICIDES, CARBAMATES, HPLC, POSTCOL",N METHYLCARBAMOYLOXIMES AND N METHYLCARBAMATES-DIRECT AQUEOUS INJECTION HPLC WITH POST COLUMN DERIVATIZATION -FLUORESCEN
2022,METHOMYL,,,,531.1,"PESTICIDES, CARBAMATES, HPLC, POSTCOL",N METHYLCARBAMOYLOXIMES AND N METHYLCARBAMATES-DIRECT AQUEOUS INJECTION HPLC WITH POST COLUMN DERIVATIZATION -FLUORESCEN
2021,CARBARYL,,,,531.1,"PESTICIDES, CARBAMATES, HPLC, POSTCOL",N METHYLCARBAMOYLOXIMES AND N METHYLCARBAMATES-DIRECT AQUEOUS INJECTION HPLC WITH POST COLUMN DERIVATIZATION -FLUORESCEN
2077,PROPACHLOR,,,,508,"PESTICIDES, CHLORINATED, GC, ELCAPDET",DETERMINATION OF CHLORINATED PESTICIDES IN WATER BY GAS CHROMATOGRAPHY WITH AN ELECTRON CAPTURE DETECTOR
2070,DIELDRIN,,,,508,"PESTICIDES, CHLORINATED, GC, ELCAPDET",DETERMINATION OF CHLORINATED PESTICIDES IN WATER BY GAS CHROMATOGRAPHY WITH AN ELECTRON CAPTURE DETECTOR
2067,HEPTACHLOR EPOXIDE,,,,508,"PESTICIDES, CHLORINATED, GC, ELCAPDET",DETERMINATION OF CHLORINATED PESTICIDES IN WATER BY GAS CHROMATOGRAPHY WITH AN ELECTRON CAPTURE DETECTOR
2065,HEPTACHLOR,,,,508,"PESTICIDES, CHLORINATED, GC, ELCAPDET",DETERMINATION OF CHLORINATED PESTICIDES IN WATER BY GAS CHROMATOGRAPHY WITH AN ELECTRON CAPTURE DETECTOR
2042,HEXACHLOROCYCLOPENTADIENE,,,,508,"PESTICIDES, CHLORINATED, GC, ELCAPDET",DETERMINATION OF CHLORINATED PESTICIDES IN WATER BY GAS CHROMATOGRAPHY WITH AN ELECTRON CAPTURE DETECTOR
2020,TOXAPHENE,,,,508,"PESTICIDES, CHLORINATED, GC, ELCAPDET",DETERMINATION OF CHLORINATED PESTICIDES IN WATER BY GAS CHROMATOGRAPHY WITH AN ELECTRON CAPTURE DETECTOR
2015,METHOXYCHLOR,,,,508,"PESTICIDES, CHLORINATED, GC, ELCAPDET",DETERMINATION OF CHLORINATED PESTICIDES IN WATER BY GAS CHROMATOGRAPHY WITH AN ELECTRON CAPTURE DETECTOR
2010,BHC-GAMMA,,,,508,"PESTICIDES, CHLORINATED, GC, ELCAPDET",DETERMINATION OF CHLORINATED PESTICIDES IN WATER BY GAS CHROMATOGRAPHY WITH AN ELECTRON CAPTURE DETECTOR
2005,ENDRIN,,,,508,"PESTICIDES, CHLORINATED, GC, ELCAPDET",DETERMINATION OF CHLORINATED PESTICIDES IN WATER BY GAS CHROMATOGRAPHY WITH AN ELECTRON CAPTURE DETECTOR
2959,CHLORDANE,,,,508,"PESTICIDES, CHLORINATED, GC, ELCAPDET",DETERMINATION OF CHLORINATED PESTICIDES IN WATER BY GAS CHROMATOGRAPHY WITH AN ELECTRON CAPTURE DETECTOR
2035,DI(2-ETHYLHEXYL) ADIPATE,,,,508,"PESTICIDES, CHLORINATED, GC, ELCAPDET",DETERMINATION OF CHLORINATED PESTICIDES IN WATER BY GAS CHROMATOGRAPHY WITH AN ELECTRON CAPTURE DETECTOR
2383,TOTAL POLYCHLORINATED BIPHENYLS (PCB),,,,508,"PESTICIDES, CHLORINATED, GC, ELCAPDET",DETERMINATION OF CHLORINATED PESTICIDES IN WATER BY GAS CHROMATOGRAPHY WITH AN ELECTRON CAPTURE DETECTOR
2356,ALDRIN,,,,508,"PESTICIDES, CHLORINATED, GC, ELCAPDET",DETERMINATION OF CHLORINATED PESTICIDES IN WATER BY GAS CHROMATOGRAPHY WITH AN ELECTRON CAPTURE DETECTOR
2274,HEXACHLOROBENZENE,,,,508,"PESTICIDES, CHLORINATED, GC, ELCAPDET",DETERMINATION OF CHLORINATED PESTICIDES IN WATER BY GAS CHROMATOGRAPHY WITH AN ELECTRON CAPTURE DETECTOR
2076,BUTACHLOR,,,,507,"PESTICIDES, NIT/PHOS, GC, NIT/PHOSDET",DETERMINATION OF NITROGEN & PHOSPHORUS CONTAINING PESTICIDES INWATER BY GAS CHROMATOGRAPHY WITH A NITROGEN PHOSPHORUS DE
2051,LASSO,,,,507,"PESTICIDES, NIT/PHOS, GC, NIT/PHOSDET",DETERMINATION OF NITROGEN & PHOSPHORUS CONTAINING PESTICIDES INWATER BY GAS CHROMATOGRAPHY WITH A NITROGEN PHOSPHORUS DE
2050,ATRAZINE,,,,507,"PESTICIDES, NIT/PHOS, GC, NIT/PHOSDET",DETERMINATION OF NITROGEN & PHOSPHORUS CONTAINING PESTICIDES INWATER BY GAS CHROMATOGRAPHY WITH A NITROGEN PHOSPHORUS DE
2045,METOLACHLOR,,,,507,"PESTICIDES, NIT/PHOS, GC, NIT/PHOSDET",DETERMINATION OF NITROGEN & PHOSPHORUS CONTAINING PESTICIDES INWATER BY GAS CHROMATOGRAPHY WITH A NITROGEN PHOSPHORUS DE
2037,SIMAZINE,,,,507,"PESTICIDES, NIT/PHOS, GC, NIT/PHOSDET",DETERMINATION OF NITROGEN & PHOSPHORUS CONTAINING PESTICIDES INWATER BY GAS CHROMATOGRAPHY WITH A NITROGEN PHOSPHORUS DE
2595,METRIBUZIN,,,,507,"PESTICIDES, NIT/PHOS, GC, NIT/PHOSDET",DETERMINATION OF NITROGEN & PHOSPHORUS CONTAINING PESTICIDES INWATER BY GAS CHROMATOGRAPHY WITH A NITROGEN PHOSPHORUS DE
2070,DIELDRIN,,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2067,HEPTACHLOR EPOXIDE,,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2065,HEPTACHLOR,,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2051,LASSO,,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2050,ATRAZINE,,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2042,HEXACHLOROCYCLOPENTADIENE,,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2037,SIMAZINE,,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2020,TOXAPHENE,,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2015,METHOXYCHLOR,,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2010,BHC-GAMMA,,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2005,ENDRIN,,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2959,CHLORDANE,,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2035,DI(2-ETHYLHEXYL) ADIPATE,,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2383,TOTAL POLYCHLORINATED BIPHENYLS (PCB),,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2356,ALDRIN,,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2274,HEXACHLOROBENZENE,,,,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2400,AROCLOR 1260,0,0,0,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2398,AROCLOR 1254,0,0,0,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2396,AROCLOR 1248,0,0,0,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2394,AROCLOR 1242,0,0,0,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2392,AROCLOR 1232,0,0,0,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2390,AROCLOR 1221,0,0,0,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
2388,AROCLOR 1016,0,0,0,505,"PESTICIDES, PCB, GC, MICROEXTRACT",ANALYSIS OF ORGANOHALIDE PESTICIDES AND COMMERCIAL POLYCHLORINATED BIPHENYL PRODUCTS IN WATER BY MICRO EXTRACTION AND GA
